respondent_id;Gusta_Riesgo;Licencia;Amigos_Moto;Familiares_Moto;Genero;Edad;Posición_Jefe_hogar;Posición_Hijo;Posición_Pareja;Ocupación_Independiente;Ocupación_Estudiante;Ocupación_Hogar;Ingreso_Personal;Ingreso_Norm_Personas;Estrato;Menores_16;Mayores_65;Nivel_Estudio;Vehículos;Otros_Licencia;Edad_18_40;Hombre_18_40
13119017026;2;1;1;1;0;36;0;0;1;0;0;0;3;0.84;3;1;0;4;1;1;1;0
13119026669;3;1;1;1;1;31;0;0;1;0;0;0;1.164;0.75;2;1;0;4;1;1;1;1
13119039341;1;1;1;1;0;22;0;1;0;0;0;0;1.75;0.75;3;0;0;3;1;1;1;0
13119047331;1;1;0;1;0;27;0;1;0;0;1;0;0.5;0.083333333;2;0;0;3;1;1;1;0
13119039887;1;1;1;1;0;34;1;0;0;0;0;0;1.75;1;3;1;1;4;1;0;1;0
13119040119;2;0;1;1;0;25;0;1;0;1;0;0;1.75;1;3;0;0;3;1;1;1;0
13119043479;3;0;1;1;0;41;1;0;0;0;0;0;1.164;0.583333333;2;1;0;4;0;0;0;0
13119045008;4;1;1;1;1;30;0;1;0;0;0;0;1.75;1.975;3;1;0;4;1;1;1;1
13119041362;4;1;1;1;1;64;1;0;0;1;0;0;7.9;2.633333333;3;0;1;4;1;0;0;0
13119011473;3;1;1;1;1;25;1;0;0;0;0;0;0.664;0.194;4;0;1;3;1;1;1;1
13119035704;3;1;1;1;0;31;0;0;1;0;0;0;1.75;0.5625;3;1;0;4;1;1;1;0
13119045470;1;1;1;1;0;35;0;0;1;0;0;0;1.164;0.6;3;1;1;3;1;1;1;0
13119044740;3;0;0;0;0;28;1;0;0;0;0;0;2.25;0.75;2;1;1;3;1;1;1;0
13119035269;4;1;1;1;0;42;0;0;1;0;0;0;1.164;0.5;2;1;0;3;1;1;0;0
13119035902;2;0;0;1;1;23;0;0;1;0;0;1;0.5;0.221333333;2;1;1;2;0;0;1;1
13119039546;4;0;1;1;0;22;1;0;0;1;0;0;0.664;0.1328;3;0;1;4;1;1;1;0
13119043673;2;1;1;1;0;36;1;0;0;0;0;0;2.25;0.6;3;1;1;4;1;1;1;0
13119036110;3;0;1;1;0;21;0;1;0;0;0;0;0.664;0.291666667;2;1;0;3;1;1;1;0
13119038947;3;0;1;1;1;30;1;0;0;0;0;0;1.75;0.875;2;0;0;4;1;1;1;1
13119021425;4;1;1;1;1;56;1;0;0;0;0;0;3;0.84;4;1;0;5;1;1;0;0
13119026196;1;0;1;1;0;32;1;0;0;0;0;0;1.164;0.388;2;1;0;2;0;0;1;0
13119044276;3;1;1;1;1;32;0;0;0;0;1;0;0.664;0.221333333;4;1;1;2;1;1;1;1
13119031850;1;0;1;1;1;20;1;0;0;0;1;0;0.5;0.221333333;2;0;0;5;0;0;1;1
13119019448;4;1;0;1;1;40;1;0;0;0;0;0;1.75;0.375;3;1;1;4;1;1;1;1
13119025353;1;1;1;1;0;23;1;0;0;0;0;0;1.75;1.125;4;0;0;4;1;1;1;0
13119018374;4;1;0;1;0;38;0;0;1;0;0;0;1.164;0.375;3;1;1;3;1;1;1;0
13119028190;2;0;1;1;1;23;0;1;0;1;0;0;0.5;0.2328;1;1;1;4;0;1;1;1
13119028349;4;1;0;1;0;29;0;0;1;0;0;1;0.5;0.25;2;0;0;4;1;1;1;0
13119034545;1;0;1;0;0;22;0;1;0;1;0;0;1.164;0.166285714;3;1;0;3;0;1;1;0
13119029239;4;0;1;1;0;22;0;1;0;0;0;0;4.2;1.316666667;3;0;0;4;0;0;1;0
13118993114;1;1;1;1;1;47;1;0;0;1;0;0;5.85;1.58;4;1;0;4;1;1;0;0
13119009687;2;1;0;0;1;19;1;0;0;1;0;0;0.664;0.291;4;1;1;2;1;1;1;1
13119032860;1;1;1;0;1;21;0;1;0;0;0;0;1.164;0.6;3;1;1;3;1;1;1;1
13118995775;1;1;0;0;1;38;1;0;0;1;0;0;5.85;1.316666667;3;1;0;4;1;1;1;1
13118996034;5;1;0;0;0;42;0;1;0;0;0;0;2.25;1.95;3;1;1;4;1;1;0;0
13118991866;3;0;0;1;0;19;0;0;0;0;1;0;0.5;0.1328;2;1;0;2;1;1;1;0
13118992820;5;0;1;1;1;20;0;0;0;0;0;0;0.664;0.125;2;1;0;0;0;0;1;1
13118992470;4;1;1;1;1;31;1;0;0;1;0;0;1.164;0.291;2;1;0;2;1;0;1;1
13119010479;4;0;1;1;0;28;1;0;0;0;0;0;0.664;0.582;3;0;0;3;1;1;1;0
13118987614;5;1;0;0;1;41;1;0;0;0;0;0;2.25;1.4625;4;1;0;4;1;0;0;0
13118993241;4;1;1;1;0;34;1;0;0;0;0;0;1.164;0.4375;3;1;0;3;1;1;1;0
13119012134;2;0;1;0;0;22;0;1;0;0;1;0;0.5;3;4;1;0;2;1;1;1;0
13119015417;1;1;1;1;0;38;1;0;0;0;0;0;1.75;0.84;3;1;0;3;1;1;1;0
13119001231;3;1;1;1;0;34;1;0;0;0;0;0;1.75;0.5625;3;1;0;4;1;1;1;0
13118991787;3;1;1;1;1;36;0;0;1;0;0;0;1.75;1;3;1;0;3;1;1;1;1
13119004128;5;1;1;1;1;62;1;0;0;0;0;0;12;6;4;0;0;4;1;1;0;0
13119009345;3;0;1;1;0;18;0;1;0;0;0;0;0.664;1.17;3;1;0;2;0;1;1;0
13118987797;4;1;0;1;0;54;1;0;0;0;0;0;5.85;1.4625;4;1;0;4;1;1;0;0
13119012714;1;0;1;1;0;26;0;0;0;0;0;0;1.75;0.35;3;1;0;4;1;1;1;0
13119011788;1;0;1;1;0;38;0;0;1;1;0;0;1.164;0.75;3;1;0;4;1;1;1;0
13118989482;3;1;1;1;0;41;1;0;0;0;0;0;1.164;0.4375;3;1;1;4;1;1;0;0
13119008802;3;1;0;1;1;22;0;1;0;0;1;0;4.2;0.6;2;0;0;2;0;1;1;1
13118992845;3;1;0;0;0;32;1;0;0;0;0;0;2.25;1.4625;3;1;0;4;1;1;1;0
13119006990;3;1;1;1;0;36;0;0;1;0;0;1;1.75;0.291;3;1;0;3;1;1;1;0
13118994661;3;1;1;1;1;29;1;0;0;0;0;0;1.75;0.4375;4;1;0;4;1;1;1;1
13118987643;4;1;1;1;1;29;1;0;0;0;0;0;3;2.925;4;0;0;4;1;1;1;1
13118996785;3;0;1;1;1;29;0;0;0;0;0;0;1.75;0.194;2;1;0;2;1;1;1;1
13118992403;3;1;0;0;1;30;1;0;0;0;0;0;1.75;0.35;3;1;0;4;1;1;1;1
13118996030;2;1;1;1;0;36;1;0;0;1;0;0;1.164;0.388;3;1;1;4;1;0;1;0
13118987484;4;1;1;1;0;35;0;1;0;0;0;0;3;1.4;3;0;0;4;1;1;1;0
13118989096;3;1;1;1;1;33;0;0;1;1;0;0;1.75;1.4;3;0;0;3;1;1;1;1
13118991280;1;1;1;1;1;27;0;0;1;0;0;0;1.75;0.221333333;3;0;0;3;1;1;1;1
13118994582;4;0;1;1;0;18;0;1;0;0;1;0;0.664;0.2328;1;1;0;0;1;1;1;0
13118986857;1;0;1;1;0;30;0;0;1;0;0;1;0.5;0.291;3;1;0;2;1;1;1;0
13116608147;2;1;1;1;1;26;0;1;0;1;0;0;1.75;1.4625;2;0;1;4;1;1;1;1
13116668027;1;1;1;1;1;24;0;0;1;0;1;0;1.164;2.5;2;1;1;0;0;0;1;1
13116598078;1;0;1;1;0;62;1;0;0;0;0;0;3;0.84;4;0;1;2;1;1;0;0
13116547071;4;1;0;1;1;28;1;0;0;0;0;0;5.85;0.975;4;1;0;4;1;1;1;1
13116557742;5;1;1;1;1;26;1;0;0;1;0;0;1.75;0.166;4;1;0;3;1;1;1;1
13116509524;3;1;1;1;0;24;1;0;0;0;0;0;1.75;1.4;4;1;0;4;1;1;1;0
13116468186;3;1;1;1;1;42;1;0;0;0;0;0;3;1.4625;5;1;0;4;1;1;0;0
13116421214;3;1;1;0;1;54;1;0;0;0;0;0;7.9;2.633333333;5;0;0;4;1;0;0;0
13116421058;5;1;1;1;1;32;1;0;0;0;0;0;7.9;1.58;5;1;1;4;1;1;1;1
13116375889;2;1;0;0;1;40;0;0;1;0;0;0;12;3.75;6;1;1;5;1;1;1;1
13116342575;2;1;0;1;1;26;1;0;0;1;0;0;2.25;1.4;4;1;0;4;1;1;1;1
13116268045;3;0;1;1;0;58;1;0;0;0;0;0;3;0.84;4;1;0;4;0;1;0;0
13116311730;2;1;1;1;1;38;0;0;1;0;0;0;3;0.7;4;1;0;3;1;1;1;1
13116228721;3;1;0;1;0;25;0;0;1;0;0;0;1.75;0.84;4;1;0;3;1;1;1;0
13116224358;3;1;1;0;1;45;1;0;0;1;0;0;5.85;6;4;0;0;5;1;1;0;0
13116250196;4;1;0;0;0;32;1;0;0;0;0;0;5.85;1.05;5;1;0;5;1;1;1;0
13116242135;3;1;1;1;1;36;1;0;0;0;0;0;15;7.5;6;0;0;5;0;1;1;1
13115955579;3;1;1;1;1;48;1;0;0;1;0;0;1.164;1.164;3;0;0;3;1;0;0;0
13116224325;1;0;1;0;0;27;0;0;0;1;0;0;4.2;2.4;5;0;0;5;0;0;1;0
13116200533;4;1;0;0;0;32;1;0;0;0;0;0;4.2;1.05;5;1;0;5;1;1;1;0
13116157701;4;1;1;1;1;38;1;0;0;1;0;0;4.2;1.58;5;1;0;4;1;1;1;1
13116213173;1;1;1;1;0;46;1;0;0;0;0;0;15;2.5;5;0;1;5;1;1;0;0
13116153072;3;1;0;0;1;61;1;0;0;1;0;0;7.9;2.1;5;0;0;5;1;1;0;0
13116146424;2;0;1;1;0;53;0;1;0;0;0;1;3;0.75;4;0;1;4;1;1;0;0
13116091210;2;1;1;1;1;41;1;0;0;1;0;0;0.664;0.166;3;0;0;2;1;1;0;0
13116090209;3;1;1;0;0;34;0;0;1;0;0;0;3;2.633333333;4;1;1;4;1;1;1;0
13116110347;5;1;1;1;0;33;1;0;0;0;0;0;3;2.633333333;2;1;1;5;1;1;1;0
13116083056;3;1;1;1;1;32;1;0;0;1;0;0;4.2;1.95;4;0;0;5;1;1;1;1
13116079636;3;1;0;0;0;21;0;1;0;1;0;0;1.75;7.5;5;0;0;4;1;1;1;0
13116048046;1;1;0;0;1;20;0;1;0;0;1;0;1.164;0.7;2;0;0;3;1;1;1;1
13116052268;3;1;0;0;1;37;1;0;0;0;0;0;5.85;2.925;5;0;1;5;1;1;1;1
13116038095;4;1;0;0;0;32;0;0;1;0;0;0;7.9;3.95;5;0;0;2;1;1;1;0
13115991419;1;1;1;1;0;38;0;0;1;1;0;0;4.2;1.58;3;1;0;4;1;1;1;0
13116019350;5;1;1;0;0;32;1;0;0;0;0;0;12;4;5;1;1;5;1;1;1;0
13115961293;4;1;1;0;1;31;0;0;1;1;0;0;3;0.4375;3;1;0;4;1;1;1;1
13115996963;1;1;1;1;1;26;0;0;1;0;0;0;1.75;1.95;4;0;0;4;1;1;1;1
13116005523;3;1;0;0;0;23;0;0;0;0;0;0;0.664;0.291666667;4;1;1;0;1;1;1;0
13115961724;3;1;1;1;0;26;0;1;0;0;0;0;0.664;1.4;3;1;1;3;1;1;1;0
13115951156;4;1;1;1;0;34;1;0;0;0;0;0;1.75;1.05;4;1;0;4;1;1;1;0
13115943741;4;1;1;1;0;33;1;0;0;0;0;0;7.9;1.58;4;1;1;5;1;1;1;0
13120645571;3;1;1;1;0;35;1;0;0;1;0;0;2.25;1.17;4;1;0;4;1;1;1;0
13120619136;2;1;0;1;0;35;1;0;0;0;0;0;2.25;0.375;3;1;1;4;1;1;1;0
13120633783;4;1;1;1;0;29;1;0;0;0;0;0;2.25;0.835714286;4;1;1;4;1;1;1;0
13120582883;3;1;1;1;1;31;1;0;0;0;0;0;2.25;0.5625;4;1;1;3;1;1;1;1
13120640515;3;1;1;1;0;29;1;0;0;0;0;0;1.75;1.4;2;1;0;4;1;1;1;0
13120651948;3;1;1;1;0;30;1;0;0;0;0;0;2.25;1.17;3;1;1;4;1;1;1;0
13120616711;1;1;1;1;1;36;1;0;0;0;0;0;1.164;0.388;1;0;0;2;1;1;1;1
13120635496;4;1;1;1;0;32;1;0;0;1;0;0;0.5;0.166666667;3;1;0;2;1;0;1;0
13120629588;3;1;1;1;0;54;1;0;0;0;0;0;2.25;1.4625;4;0;0;4;1;1;0;0
13120611965;1;1;1;1;0;47;1;0;0;0;0;0;1.164;0.388;2;0;1;2;1;0;0;0
13120612664;3;1;1;1;1;30;0;1;0;0;0;0;1.164;1.4;3;0;1;4;1;1;1;1
13120624104;4;1;1;1;0;49;1;0;0;0;0;0;12;3;3;0;0;3;1;1;0;0
13120612898;4;1;1;1;1;32;1;0;0;1;0;0;1.164;0.75;3;1;0;3;1;1;1;1
13120607586;1;1;1;1;1;28;1;0;0;0;0;0;1.164;0.428571429;2;1;1;2;1;1;1;1
13120624991;3;1;1;0;0;24;1;0;0;0;0;0;3;0.875;3;1;1;5;1;1;1;0
13120566578;3;1;1;1;1;31;0;0;1;1;0;0;2.25;1;3;0;0;3;1;1;1;1
13120603628;4;1;1;0;0;30;0;0;1;0;0;0;1.75;0.75;4;1;0;3;1;1;1;0
13120622538;4;1;0;1;0;29;0;0;1;0;0;0;4.2;1.17;4;1;0;5;1;1;1;0
13120603975;2;1;1;1;0;44;1;0;0;1;0;0;3;1.95;3;1;0;4;1;1;0;0
13120470962;4;1;1;1;1;29;0;1;0;0;0;0;3;0.6;2;0;1;5;1;1;1;1
13120604987;1;1;1;1;0;27;0;0;1;0;0;0;1.75;0.975;4;1;0;3;1;1;1;0
13120591404;3;1;0;0;0;21;1;0;0;0;0;0;1.164;0.582;2;0;0;3;1;1;1;0
13120604921;2;1;0;0;0;35;0;0;1;0;0;0;1.164;0.35;2;1;0;3;1;1;1;0
13120597808;1;1;1;1;1;28;0;1;0;1;0;0;1.75;0.75;3;0;0;3;1;1;1;1
13120613513;3;1;0;1;1;20;0;1;0;0;1;0;0.664;2.633333333;3;0;0;2;1;1;1;1
13120604312;1;1;1;1;0;22;0;1;0;0;0;0;1.164;0.4375;2;1;0;4;1;0;1;0
13120596382;2;1;0;0;0;47;0;1;0;0;0;0;1.164;0.194;3;1;1;3;1;1;0;0
13120608518;2;1;0;0;0;28;0;1;0;0;0;0;2.25;1.4;3;0;0;5;1;1;1;0
13120598766;3;1;1;1;1;38;1;0;0;0;0;0;3;0.84;2;1;0;5;1;0;1;1
13120589661;3;1;1;1;0;49;1;0;0;0;0;0;1.75;0.428571429;3;1;0;2;1;1;0;0
13120583632;1;1;0;1;0;33;0;0;1;0;0;0;1.164;0.75;2;1;0;3;1;1;1;0
13120595375;3;1;1;1;1;33;0;1;0;1;0;0;1.164;0.2328;2;1;1;4;1;1;1;1
13120567242;3;1;0;0;0;55;0;0;1;1;0;0;1.164;0.75;4;0;1;4;1;0;0;0
13120580122;1;1;1;1;0;31;1;0;0;0;1;0;2.25;1.05;3;1;1;3;1;1;1;0
13120576016;2;1;1;1;1;45;1;0;0;1;0;0;4.2;1.316666667;3;1;1;3;1;1;0;0
13120574123;2;1;1;1;1;30;1;0;0;0;0;0;7.9;0.45;2;1;1;3;1;1;1;1
13120582649;3;1;0;0;0;30;0;0;1;0;0;0;5.85;6;5;0;0;4;1;1;1;0
13120574675;1;1;1;1;1;31;0;1;0;0;0;0;1.75;0.5625;2;0;1;5;1;1;1;1
13120556391;2;1;1;1;0;32;0;1;0;0;0;0;1.75;1;2;0;1;3;1;0;1;0
13120563739;3;1;0;1;1;22;1;0;0;0;0;0;2.25;0.975;2;1;1;3;1;1;1;1
13120563030;4;1;1;1;0;30;1;0;0;1;0;0;3;0.975;2;1;0;4;1;1;1;0
13120556919;1;1;1;1;0;29;0;0;1;0;0;0;1.164;0.4375;3;1;0;2;1;1;1;0
13120516836;3;1;1;1;1;31;1;0;0;0;0;0;3;1.05;4;1;0;4;1;1;1;1
13120526241;4;1;1;0;0;27;1;0;0;0;0;0;2.25;0.5625;3;1;1;4;1;1;1;0
13120534208;2;1;1;1;0;35;0;0;1;0;0;0;3;1.95;4;1;0;4;1;1;1;0
13120545089;3;1;1;1;0;27;0;1;0;1;0;0;0.5;0.321428571;3;1;0;4;1;0;1;0
13120554952;1;1;1;0;1;21;1;0;0;0;0;0;1.164;1.164;4;0;0;3;1;0;1;1
13120535530;1;1;1;1;0;70;1;0;0;0;0;0;0.664;0.75;2;0;1;2;1;1;0;0
13120542037;4;1;1;1;0;36;1;0;0;0;0;0;0.664;0.583333333;3;1;0;2;1;1;1;0
13120550236;1;1;1;1;0;27;1;0;0;1;0;0;1.164;0.25;2;1;0;3;1;0;1;0
13120538274;3;1;1;1;1;40;1;0;0;1;0;0;1.164;0.166;4;1;0;3;1;1;1;1
13120544891;4;1;1;1;0;35;0;0;1;1;0;0;3;2.4;4;1;0;4;1;1;1;0
13120542488;2;1;1;0;0;22;0;1;0;0;1;0;0.5;0.5625;3;0;0;4;1;1;1;0
13120530553;1;1;1;1;1;37;1;0;0;0;0;0;1.75;0.5625;2;1;0;3;1;0;1;1
13120532132;3;1;0;1;1;21;0;0;0;0;0;0;0.664;0.166;2;1;1;3;1;1;1;1
13120526407;2;1;1;1;0;28;1;0;0;1;0;0;5.85;1.58;4;1;1;5;1;1;1;0
13120498380;3;1;1;1;0;39;0;0;1;0;0;0;1.164;0.75;3;1;0;2;1;1;1;0
13120523903;3;1;1;1;0;18;0;1;0;0;1;0;1.164;0.35;2;0;0;2;1;1;1;0
13120521429;1;1;1;1;0;36;1;0;0;0;0;0;1.164;0.6;3;1;0;2;1;1;1;0
13120467782;1;1;1;0;0;25;0;1;0;1;0;0;1.75;1.17;3;0;0;4;1;1;1;0
13120520224;3;1;0;0;1;23;0;0;0;0;0;0;3;1.4;4;0;0;4;1;1;1;1
13120520319;1;1;1;1;0;39;0;0;1;1;0;0;3;1.975;3;1;0;3;1;1;1;0
13120513556;1;1;1;1;1;38;1;0;0;0;0;0;1.75;0.583333333;3;1;0;4;1;0;1;1
13120524578;1;1;1;1;1;26;1;0;0;0;0;0;1.75;0.84;3;0;1;3;1;1;1;1
13120504227;3;1;1;1;0;36;1;0;0;0;0;0;3;0.321428571;3;1;1;5;1;1;1;0
13120510032;3;1;1;1;1;25;1;0;0;0;0;0;4.2;1.95;4;1;0;3;1;1;1;1
13120488184;4;1;0;1;0;39;1;0;0;0;0;0;3;1.58;3;1;1;4;1;1;1;0
13120494003;3;1;1;1;0;29;0;1;0;0;0;0;1.75;1.05;3;0;1;4;1;1;1;0
13120482131;3;1;1;1;1;24;0;1;0;1;0;0;1.164;0.45;4;0;1;3;1;1;1;1
13120486789;1;1;1;1;0;38;0;0;1;0;0;0;1.164;0.5625;3;1;0;4;1;1;1;0
13120466514;3;1;1;1;0;43;0;0;1;0;0;0;7.9;3;4;1;0;5;1;1;0;0
13120450871;1;1;1;1;0;44;0;0;1;0;0;0;1.164;0.875;4;0;0;5;1;1;0;0
13120472739;4;1;1;1;1;27;0;1;0;0;0;0;1.75;1.4625;3;0;0;2;1;1;1;1
13120434339;4;1;1;1;1;28;0;1;0;0;0;0;3;1.58;4;1;0;4;1;1;1;1
13120456673;4;1;0;0;1;19;0;1;0;0;1;0;3;1.316666667;3;1;0;3;1;1;1;1
13120406097;3;1;1;1;0;42;1;0;0;0;0;0;0.664;0.25;3;1;1;2;1;1;0;0
13120455933;4;1;1;1;0;29;0;0;1;1;0;0;0.664;0.35;3;1;0;3;1;1;1;0
13120472457;5;1;1;1;0;24;0;1;0;0;0;0;1.164;0.875;2;0;0;3;1;0;1;0
13120459861;2;1;1;1;1;50;1;0;0;0;0;0;1.75;1.17;4;1;1;4;1;1;0;0
13120455966;2;1;1;1;0;45;0;0;1;0;0;0;3;1.4625;4;1;0;4;1;1;0;0
13120411319;5;1;1;1;1;39;1;0;0;0;0;0;7.9;1.975;4;1;0;5;1;1;1;1
13120444766;1;1;1;1;1;45;1;0;0;0;0;0;3;1.95;3;1;0;3;1;1;0;0
13120448166;3;1;0;0;1;40;1;0;0;0;0;0;1.75;0.75;2;1;0;3;1;1;1;1
13120445715;3;1;1;0;1;46;1;0;0;0;0;0;3;0.5;3;1;1;2;1;1;0;0
13120417976;1;1;1;1;1;54;1;0;0;1;0;0;1.164;1.164;3;0;0;2;1;0;0;0
13120449916;4;1;1;1;0;31;1;0;0;0;0;0;5.85;0.84;4;1;0;4;1;1;1;0
13120441021;4;1;0;0;1;29;1;0;0;0;0;0;2.25;0.5625;3;1;1;4;1;0;1;1
13120423651;4;1;1;1;1;26;0;0;1;0;1;0;0.664;0.664;3;0;0;4;1;0;1;1
13120407670;1;1;1;1;1;51;1;0;0;1;0;0;5.85;1.975;4;1;0;4;1;1;0;0
13120402511;4;1;1;1;1;24;1;0;0;0;0;0;1.164;0.388;3;1;0;3;1;1;1;1
13120409327;3;1;1;1;0;35;0;1;0;0;0;0;1.75;1.316666667;3;1;1;4;1;1;1;0
13120417306;2;1;0;0;1;40;0;1;0;0;0;0;1.75;1.17;3;1;0;4;1;1;1;1
13120432218;1;1;1;1;1;30;1;0;0;0;0;0;3;1;3;0;1;3;1;1;1;1
13120420266;2;1;1;1;1;31;0;1;0;1;0;0;1.164;0.75;3;0;1;3;1;0;1;1
13120414770;2;1;1;1;1;40;1;0;0;0;0;0;2.25;1.4625;4;0;0;4;1;1;1;1
13120396676;3;1;0;1;0;50;0;0;1;1;0;0;1.75;0.6;3;1;0;2;1;1;0;0
13120399055;1;1;1;1;1;52;1;0;0;1;0;0;1.164;0.2328;2;1;0;4;1;1;0;0
13120427031;4;1;1;1;1;32;1;0;0;0;0;0;5.85;1.58;3;1;0;4;1;1;1;1
13120395910;1;1;1;1;1;43;1;0;0;1;0;0;1.75;0.6;2;1;0;2;1;1;0;0
13120402766;4;1;1;1;1;28;1;0;0;0;0;0;2.25;0.975;3;1;1;4;1;1;1;1
13120396015;2;1;1;1;1;20;0;0;0;0;0;0;1.164;0.291;2;0;0;3;1;1;1;1
13120415843;5;1;1;1;0;26;1;0;0;0;0;0;1.75;1.316666667;4;1;1;4;1;1;1;0
13120401193;3;1;1;1;1;47;1;0;0;0;0;0;4.2;2.925;4;0;1;4;1;1;0;0
13120397613;3;1;0;0;1;30;0;0;1;0;0;0;1.164;0.291;2;1;0;2;1;1;1;1
13120396114;2;1;1;0;1;50;1;0;0;1;0;0;3;0.6;3;1;0;4;1;1;0;0
13120403800;5;1;1;1;0;23;1;0;0;0;0;0;2.25;0.5625;3;1;0;5;1;1;1;0
13120395031;3;1;0;0;0;24;0;1;0;0;1;0;1.164;1.125;4;0;0;2;1;1;1;0
13120401272;1;1;1;1;1;30;1;0;0;0;0;0;3;0.7;3;1;1;4;1;1;1;1
13120206884;2;1;0;0;0;28;0;0;1;0;0;0;1.75;0.166;3;0;0;3;1;1;1;0
