respondent_id;Actividad_Riesgo;Propietario_Moto;Amigos_Moto;Familiares_Moto;Licencia_Carro;Genero;Edad;Posición_Jefe(a)_hogar;Posición_Hijo(a);Ocupación_Independiente;Ocupación_Hogar;Ocupación_Estudiante;Estrato;Menores_16;Mayores 65;Licencia_carro_otros;Licencia_moto_otros;Cantidad_Motos;Otros_Veh;Días_Uso_Moto;Viaja_Solo;Destino_Fijo;Hora_Pico;Viajes_Fuera;Ingreso;Periferia;Ingreso_norm_personas;Accidente;Nivel_Educacion;Cilindraje;Edad_18_40;Hombre_18_40;;
13116557742;5;1;1;1;1;1;29;1;0;1;0;0;4;1;0;2;2;2;1;5;1;1;1;1;0.664;1;0.166;1;3;1;1;1;;
13116509524;3;1;1;1;1;0;27;1;0;0;0;0;4;1;0;1;1;1;1;5;1;1;1;1;4.2;1;1.4;0;4;1;1;0;;
13116468186;4;1;1;1;1;1;45;1;0;0;0;0;5;2;0;2;2;2;1;3;0;1;1;1;5.85;0;1.463;0;4;1;0;0;;
13116421058;5;1;1;1;1;1;35;1;0;0;0;0;5;1;1;1;1;1;1;1;1;1;0;1;7.9;0;1.58;0;4;1;1;1;;
13116375889;4;1;0;0;1;1;43;0;0;0;0;0;6;1;1;1;0;1;1;3;0;1;1;1;12;1;3;0;5;1;0;0;;
13116342575;5;1;0;1;1;1;29;1;0;1;0;0;4;1;0;1;1;2;1;5;1;1;0;1;4.2;1;1.4;1;4;1;1;1;;
13116311730;5;1;1;1;1;1;41;0;0;0;0;0;4;3;0;1;1;1;1;7;0;0;1;1;4.2;0;0.7;0;3;1;0;0;;
13116228721;4;1;0;1;0;0;28;0;0;0;0;0;4;2;0;1;2;1;1;4;1;1;1;0;4.2;1;0.84;1;3;0;1;0;;
13116250196;4;1;0;0;1;0;35;1;0;0;0;0;5;1;0;1;1;1;1;7;1;1;1;0;4.2;0;1.05;0;5;1;1;0;;
13116200533;4;1;0;0;0;0;35;1;0;0;0;0;5;1;0;1;1;1;0;7;1;1;0;1;4.2;0;1.05;0;5;1;1;0;;
13116157701;3;1;1;1;1;1;41;1;0;1;0;0;5;1;0;3;2;1;1;3;1;0;0;1;7.9;1;1.58;0;4;1;0;0;;
13116091210;3;1;1;1;1;1;44;1;0;1;0;0;3;0;0;1;1;1;1;7;1;1;0;1;0.664;1;0.166;0;2;0;0;0;;
13116090209;5;1;1;0;1;0;37;0;0;0;0;0;4;1;2;1;1;1;0;4;0;1;1;1;7.9;0;2.633;0;4;0;1;0;;
13116110347;5;1;1;1;1;0;36;1;0;0;0;0;2;1;1;1;1;1;1;1;1;1;0;1;7.9;0;2.633;0;5;1;1;0;;
13116048046;5;1;0;0;0;1;23;0;1;0;0;1;2;0;0;1;2;1;0;4;1;1;0;1;4.2;1;0.7;0;3;0;1;1;;
13115991419;5;1;1;1;1;0;41;0;0;1;0;0;3;2;0;1;2;2;1;7;1;0;0;1;7.9;1;1.58;1;4;0;0;0;;
13116019350;4;1;1;0;1;0;35;1;0;0;0;0;5;2;2;2;2;1;1;7;0;1;0;1;12;0;4;0;5;1;1;0;;
13115961293;4;1;1;0;1;1;34;0;0;1;0;0;3;1;0;1;0;1;1;6;1;0;1;1;1.75;0;0.438;1;4;0;1;1;;
13115996963;5;1;1;1;1;1;29;0;0;0;0;0;4;0;0;2;0;1;1;5;0;1;1;1;5.85;0;1.95;1;4;0;1;1;;
13116005523;1;1;0;0;1;0;26;0;0;0;0;0;4;3;3;2;2;2;1;5;1;1;1;1;1.75;0;0.292;1;0;1;1;0;;
13115961724;5;1;1;1;0;0;29;0;1;0;0;0;3;1;3;3;3;2;1;7;1;1;0;1;4.2;0;1.4;1;3;1;1;0;;
13115951156;3;1;1;1;1;0;37;1;0;0;0;0;4;2;0;2;2;1;1;6;0;1;1;1;4.2;0;1.05;0;4;1;1;0;;
13115943741;3;1;1;1;1;0;36;1;0;0;0;0;4;2;2;2;1;1;1;5;0;1;1;1;7.9;0;1.58;1;5;1;1;0;;
13120645571;5;1;1;1;0;0;38;1;0;1;0;0;4;1;0;2;1;1;1;7;0;1;1;1;5.85;1;1.17;1;4;0;1;0;;
13120619136;3;1;0;1;0;0;38;1;0;0;0;0;3;1;2;2;1;1;0;5;1;1;1;1;2.25;1;0.375;0;4;1;1;0;;
13120633783;3;1;1;1;1;0;32;1;0;0;0;0;4;2;2;1;2;2;1;2;0;1;0;1;5.85;1;0.836;0;4;1;1;0;;
13120582883;3;1;1;1;1;1;34;1;0;0;0;0;4;1;1;1;1;1;0;3;0;1;0;1;2.25;1;0.563;1;3;1;1;1;;
13120640515;5;1;1;1;0;0;32;1;0;0;0;0;2;1;0;0;2;1;0;6;0;1;0;1;4.2;1;1.4;0;4;0;1;0;;
13120651948;3;1;1;1;0;0;33;1;0;0;0;0;3;1;1;1;2;1;1;3;1;1;0;1;5.85;1;1.17;0;4;0;1;0;;
13120616711;1;1;1;1;1;1;39;1;0;0;0;0;1;0;0;1;2;1;0;7;0;1;0;1;1.164;1;0.388;0;2;0;1;1;;
13120635496;2;1;1;1;0;0;35;1;0;1;0;0;3;2;0;0;0;1;0;5;1;0;0;1;0.5;1;0.167;0;2;1;1;0;;
13120629588;1;1;1;1;1;0;57;1;0;0;0;0;4;0;0;3;2;1;1;7;0;1;0;1;5.85;1;1.463;0;4;0;0;0;;
13120611965;5;0;1;1;1;0;50;1;0;0;0;0;2;0;2;0;0;1;1;4;1;1;0;0;1.164;1;0.388;0;2;0;0;0;;
13120612664;5;1;1;1;1;1;33;0;1;0;0;0;3;0;1;2;1;1;1;6;1;1;0;0;4.2;1;1.4;0;4;1;1;1;;
13120624104;4;1;1;1;1;0;52;1;0;0;0;0;3;0;0;1;2;1;1;7;1;1;1;1;12;1;3;0;3;0;0;0;;
13120612898;5;1;1;1;1;1;35;1;0;1;0;0;3;1;0;2;2;1;1;5;0;0;0;1;2.25;1;0.75;1;3;0;1;1;;
13120605381;2;1;1;1;1;0;33;0;0;0;0;0;3;3;0;1;1;2;1;5;0;1;1;0;1.75;0;0.292;1;2;0;1;0;;
13120607586;5;1;1;1;0;1;31;1;0;0;0;0;2;2;2;0;2;2;0;6;1;0;0;1;3;1;0.429;0;2;0;1;1;;
13120624991;2;1;1;0;1;0;27;1;0;0;0;0;3;1;1;1;1;1;1;5;0;1;1;1;1.75;0;0.875;0;5;1;1;0;;
13120566578;4;1;1;1;0;1;34;0;0;1;0;0;3;0;0;0;1;1;0;5;1;1;1;1;3;1;1;1;3;0;1;1;;
13120603628;3;1;1;0;0;0;33;0;0;0;0;0;4;2;0;1;2;1;1;6;0;0;0;1;3;0;0.75;0;3;0;1;0;;
13120622538;4;1;0;1;1;0;32;0;0;0;0;0;4;2;0;2;2;2;1;6;1;1;0;1;5.85;1;1.17;0;5;1;1;0;;
13120603975;4;1;1;1;1;0;47;1;0;1;0;0;3;1;0;1;1;1;1;5;1;1;1;1;5.85;1;1.95;1;4;0;0;0;;
13120470962;4;0;1;1;1;1;32;0;1;0;0;0;2;0;2;1;3;2;1;1;1;1;0;0;4.2;1;0.6;2;5;0;1;1;;
13120604987;5;1;1;1;0;0;30;0;0;0;0;0;4;2;0;1;2;1;0;7;1;1;0;1;5.85;0;0.975;0;3;1;1;0;;
13120591404;3;1;0;0;1;0;24;1;0;0;0;0;2;0;0;0;1;2;1;6;0;1;0;0;1.164;1;0.582;0;3;0;1;0;;
13120604921;3;0;0;0;0;0;38;0;0;0;0;0;2;2;0;0;2;1;0;6;0;1;1;0;1.75;1;0.35;0;3;0;1;0;;
13120597808;3;1;1;1;1;1;31;0;1;1;0;0;3;0;0;2;1;1;0;4;1;1;0;1;2.25;1;0.75;0;3;0;1;1;;
13120613513;5;1;0;1;1;1;23;0;1;0;0;1;3;0;0;2;1;1;1;2;0;1;0;0;7.9;0;2.633;0;2;0;1;1;;
13120604312;3;1;1;1;0;0;25;0;1;0;0;0;2;1;0;0;0;1;0;6;0;1;0;0;1.75;1;0.438;0;4;0;1;0;;
13120596382;5;1;0;0;0;0;50;0;1;0;0;0;3;1;1;0;1;2;0;6;1;1;0;1;1.164;1;0.194;0;3;0;0;0;;
13120608518;4;1;0;0;1;0;31;0;1;0;0;0;3;0;0;2;1;1;0;5;0;1;1;0;4.2;1;1.4;0;5;0;1;0;;
13120598766;4;1;1;1;1;1;41;1;0;0;0;0;2;2;0;0;0;1;1;3;0;1;1;0;4.2;1;0.84;1;5;0;0;0;;
13120589661;5;1;1;1;0;0;52;1;0;0;0;0;3;2;0;1;2;1;0;6;1;1;0;1;3;1;0.429;1;2;0;0;0;;
13120583632;3;1;0;1;0;0;36;0;0;0;0;0;2;1;0;0;2;1;0;3;1;1;1;1;3;1;0.75;0;3;0;1;0;;
13120595375;3;1;1;1;1;1;36;0;1;1;0;0;2;1;1;1;1;1;1;3;0;1;0;1;1.164;1;0.233;0;4;0;1;1;;
13120567242;4;1;0;0;1;0;58;0;0;1;0;0;4;0;1;0;0;1;1;7;0;1;1;0;2.25;1;0.75;0;4;1;0;0;;
13120580122;2;1;1;1;0;0;34;1;0;0;0;1;3;1;1;2;2;2;1;4;1;1;0;1;4.2;1;1.05;0;3;1;1;0;;
13120576016;4;1;1;1;1;1;48;1;0;1;0;0;3;1;1;2;1;1;1;7;1;0;1;1;7.9;1;1.317;2;3;0;0;0;;
13120574123;2;1;1;1;1;1;33;1;0;0;0;0;2;1;1;3;2;2;1;7;1;0;0;1;2.25;1;0.45;1;3;1;1;1;;
13120582649;4;1;0;0;1;0;33;0;0;0;0;0;5;0;0;1;0;1;1;5;0;1;1;0;12;1;6;1;4;0;1;0;;
13120574675;4;1;1;1;1;1;34;0;1;0;0;0;2;0;2;3;1;1;1;3;1;1;0;1;2.25;1;0.563;1;5;0;1;1;;
13120556391;4;1;1;1;1;0;35;0;1;0;0;0;2;0;2;0;0;2;1;7;1;1;0;1;3;1;1;1;3;0;1;0;;
13120563739;4;1;0;1;1;1;25;1;0;0;0;0;2;1;2;2;0;1;0;4;1;1;0;1;5.85;1;0.975;1;3;1;1;1;;
13120563030;5;1;1;1;1;0;33;1;0;1;0;0;2;2;0;2;2;1;0;5;1;1;0;1;5.85;1;0.975;0;4;0;1;0;;
13120556919;5;1;1;1;0;0;32;0;0;0;0;0;3;1;0;1;2;3;1;7;1;1;0;1;1.75;0;0.438;1;2;0;1;0;;
13120516836;3;1;1;1;1;1;34;1;0;0;0;0;4;2;0;1;1;1;1;6;1;1;0;1;4.2;0;1.05;0;4;0;1;1;;
13120526241;3;1;1;0;1;0;30;1;0;0;0;0;3;1;1;1;2;1;0;3;0;1;1;1;2.25;1;0.563;1;4;1;1;0;;
13120556337;2;0;1;1;0;1;24;1;0;1;0;0;3;3;3;0;1;1;0;2;0;0;0;0;0.664;0;0.095;0;3;1;1;1;;
13120534208;3;0;1;1;1;0;38;0;0;0;0;0;4;1;0;2;2;1;1;3;1;1;1;0;5.85;0;1.95;0;4;0;1;0;;
13120545089;4;1;1;1;1;0;30;0;1;1;0;0;3;2;0;0;0;1;1;3;1;1;0;1;2.25;1;0.321;0;4;1;1;0;;
13120554952;4;1;1;0;1;1;24;1;0;0;0;0;4;0;0;0;0;2;0;4;1;1;0;0;1.164;1;1.164;1;3;0;1;1;;
13120535530;4;0;1;1;1;0;73;1;0;0;0;0;2;0;2;3;2;1;1;3;1;1;0;1;3;1;0.75;1;2;0;0;0;;
13120542037;5;1;1;1;1;0;39;1;0;0;0;0;3;1;0;2;2;2;1;7;1;1;0;1;1.75;1;0.583;1;2;0;1;0;;
13120550236;5;1;1;1;0;0;30;1;0;1;0;0;2;1;0;0;0;1;0;5;0;1;1;1;0.5;1;0.25;0;3;0;1;0;;
13120538274;5;1;1;1;1;1;43;1;0;1;0;0;4;2;0;2;2;1;1;7;0;1;0;1;0.664;1;0.166;2;3;1;0;0;;
13120544891;4;0;1;1;0;0;38;0;0;1;0;0;4;2;0;1;0;1;1;1;1;1;1;1;12;1;2.4;0;4;1;1;0;;
13120542488;4;1;1;0;0;0;25;0;1;0;0;1;3;0;0;1;0;1;1;5;0;1;0;0;2.25;1;0.563;0;4;0;1;0;;
13120530553;5;1;1;1;1;1;40;1;0;0;0;0;2;2;0;0;0;2;0;7;0;1;0;0;2.25;1;0.563;0;3;0;1;1;;
13120532132;4;1;0;1;1;1;24;0;0;0;0;0;2;1;2;1;2;2;1;7;1;1;0;1;0.664;0;0.166;1;3;0;1;1;;
13120526407;5;1;1;1;1;0;31;1;0;1;0;0;4;2;1;2;2;1;1;3;1;1;1;1;7.9;1;1.58;1;5;1;1;0;;
13120498380;3;1;1;1;0;0;42;0;0;0;0;0;3;1;0;1;1;1;1;5;1;1;0;1;2.25;1;0.75;1;2;0;0;0;;
13120523903;4;0;1;1;0;0;21;0;1;0;0;1;2;0;0;3;2;1;1;0;1;1;0;0;1.75;1;0.35;0;2;0;1;0;;
13120521429;4;1;1;1;0;0;39;1;0;0;0;0;3;2;0;2;2;2;0;5;1;1;0;1;3;0;0.6;0;2;0;1;0;;
13120467782;3;1;1;0;0;0;28;0;1;1;0;0;3;0;0;1;1;1;1;5;1;0;0;1;5.85;1;1.17;0;4;0;1;0;;
13120520224;4;1;0;0;1;1;26;0;0;0;0;0;4;0;0;2;1;1;1;3;1;1;0;1;4.2;1;1.4;0;4;0;1;1;;
13120520319;2;0;1;1;1;0;42;0;0;1;0;0;3;3;0;1;1;1;1;2;0;0;0;0;7.9;1;1.975;0;3;0;0;0;;
13120513556;4;1;1;1;1;1;41;1;0;0;0;0;3;1;0;0;0;1;1;7;0;1;0;1;1.75;1;0.583;1;4;1;0;0;;
13120524578;5;1;1;1;0;1;29;1;0;0;0;0;3;0;2;0;1;1;0;7;0;1;1;1;4.2;1;0.84;0;3;1;1;1;;
13120504227;5;1;1;1;1;0;39;1;0;0;0;0;3;2;1;1;2;2;1;5;1;1;0;1;2.25;1;0.321;1;5;1;1;0;;
13120510032;5;1;1;1;1;1;28;1;0;0;0;0;4;1;0;2;0;2;1;6;1;1;1;1;5.85;1;1.95;1;3;0;1;1;;
13120488184;4;1;0;1;1;0;42;1;0;0;0;0;3;2;1;2;2;1;1;4;1;0;1;0;7.9;1;1.58;0;4;0;0;0;;
13120494003;4;1;1;1;1;0;32;0;1;0;0;0;3;0;2;2;0;1;1;5;1;1;1;1;4.2;1;1.05;1;4;0;1;0;;
13120482131;4;1;1;1;0;1;27;0;1;1;0;0;4;0;1;1;2;1;0;5;0;1;1;0;2.25;1;0.45;1;3;0;1;1;;
13120486789;3;0;1;1;1;0;41;0;0;0;0;0;3;2;0;1;0;1;1;2;1;1;0;0;2.25;1;0.563;0;4;0;0;0;;
13120466514;5;1;1;1;1;0;46;0;0;0;0;0;4;2;0;2;2;1;1;4;1;1;1;0;12;0;2.4;0;5;0;0;0;;
13120450871;1;1;1;1;0;0;47;0;0;0;0;0;4;0;0;0;1;1;0;7;0;1;1;0;1.75;1;0.875;0;5;1;0;0;;
13120472739;2;1;1;1;0;1;30;0;1;0;0;0;3;0;0;1;2;2;0;5;0;1;0;1;5.85;1;1.463;1;2;0;1;1;;
13120434339;3;1;1;1;1;1;31;0;1;0;0;0;4;1;0;3;2;1;1;7;0;1;1;1;7.9;1;1.58;1;4;0;1;1;;
13120456673;2;1;0;0;1;1;22;0;1;0;0;1;3;1;0;3;1;1;1;4;1;1;1;1;7.9;1;1.317;1;3;1;1;1;;
13120406097;5;0;1;1;0;0;45;1;0;0;0;0;3;2;1;0;1;1;0;3;1;0;0;1;1.75;1;0.25;0;2;0;0;0;;
13120455933;5;1;1;1;1;0;32;0;0;1;0;0;3;2;0;2;2;2;1;5;0;1;1;1;1.75;1;0.35;1;3;0;1;0;;
13120472457;5;1;1;1;0;0;27;0;1;0;0;0;2;0;0;0;0;1;0;4;1;1;0;1;1.75;1;0.875;1;3;0;1;0;;
13120459861;4;1;1;1;1;1;53;1;0;0;0;0;4;1;1;2;2;1;1;3;0;1;1;1;5.85;1;1.17;1;4;0;0;0;;
13120455966;5;1;1;1;1;0;48;0;0;0;0;0;4;2;0;2;1;1;1;2;0;1;1;0;5.85;1;1.463;0;4;1;0;0;;
13120411319;5;1;1;1;1;1;42;1;0;0;0;0;4;2;0;2;2;2;1;4;0;1;0;1;7.9;1;1.975;0;5;1;0;0;;
13120444766;5;1;1;1;1;1;48;1;0;0;0;0;3;4;0;2;1;2;0;6;0;1;0;1;5.85;1;1.95;0;3;0;0;0;;
13120448166;4;1;0;0;0;1;43;1;0;0;0;0;2;2;0;1;0;1;0;6;1;1;1;1;3;1;0.75;1;3;0;0;0;;
13120445715;5;1;1;0;1;1;49;1;0;0;0;0;3;1;1;1;1;1;1;7;0;1;1;1;3;0;0.5;0;2;0;0;0;;
13120417976;3;1;1;1;1;1;57;1;0;1;0;0;3;0;0;0;0;1;0;3;0;1;0;1;1.164;0;1.164;0;2;0;0;0;;
13120449916;3;1;1;1;1;0;34;1;0;0;0;0;4;2;0;2;1;1;1;5;1;1;0;1;4.2;1;0.84;0;4;0;1;0;;
13120441021;3;1;0;0;0;1;32;1;0;0;0;0;3;1;1;0;0;1;0;5;0;1;1;1;2.25;0;0.563;0;4;0;1;1;;
13120423651;5;1;1;1;0;1;29;0;0;0;0;1;3;0;0;0;0;1;0;6;0;1;1;1;0.664;1;0.664;0;4;0;1;1;;
13120407670;4;1;1;1;1;1;54;1;0;1;0;0;4;2;0;2;1;1;1;3;1;1;1;1;7.9;1;1.975;0;4;0;0;0;;
13120402511;5;1;1;1;0;1;27;1;0;0;0;0;3;1;0;0;1;1;0;6;1;1;0;1;1.164;1;0.388;0;3;0;1;1;;
13120409327;5;1;1;1;1;0;38;0;1;0;0;0;3;1;1;2;2;1;0;5;1;1;1;0;7.9;1;1.317;0;4;1;1;0;;
13120417306;3;1;0;0;1;1;43;0;1;0;0;0;3;1;0;1;0;1;0;4;1;1;1;1;5.85;1;1.17;0;4;0;0;0;;
13120432218;4;1;1;1;1;1;33;1;0;0;0;0;3;0;1;1;1;1;0;5;0;1;1;0;3;1;1;0;3;1;1;1;;
13120420266;4;1;1;1;0;1;34;0;1;1;0;0;3;0;1;0;0;1;0;5;0;1;1;1;2.25;1;0.75;0;3;1;1;1;;
13120414770;5;1;1;1;1;1;43;1;0;0;0;0;4;0;0;2;1;1;1;5;1;1;0;1;5.85;0;1.463;1;4;1;0;0;;
13120396676;5;1;0;1;0;0;53;0;0;1;0;0;3;1;0;1;2;1;0;5;1;1;1;1;3;1;0.6;1;2;0;0;0;;
13120399055;1;1;1;1;1;1;55;1;0;1;0;0;2;2;0;1;1;1;0;7;1;1;0;0;1.164;1;0.233;0;4;0;0;0;;
13120427031;5;1;1;1;1;1;35;1;0;0;0;0;3;2;0;2;1;2;1;5;1;1;0;1;7.9;1;1.58;1;4;1;1;1;;
13120395910;3;0;1;1;1;1;46;1;0;1;0;0;2;4;0;2;1;1;0;5;0;1;0;1;4.2;1;0.6;0;2;0;0;0;;
13120402766;4;1;1;1;1;1;31;1;0;0;0;0;3;2;1;1;1;1;1;6;1;1;1;1;5.85;1;0.975;0;4;0;1;1;;
13120396015;2;1;1;1;0;1;23;0;0;0;0;0;2;0;0;1;1;1;1;5;0;1;0;1;1.164;1;0.291;0;3;0;1;1;;
13120415843;5;1;1;1;1;0;29;1;0;0;0;0;4;1;4;3;3;3;1;7;1;1;0;1;7.9;1;1.317;0;4;0;1;0;;
13120401193;5;1;1;1;1;1;50;1;0;0;0;0;4;0;1;1;0;1;1;6;0;1;1;1;5.85;1;2.925;1;4;0;0;0;;
13120397613;5;1;0;0;0;1;33;0;0;0;0;0;2;2;0;0;1;1;0;6;0;1;0;1;1.164;1;0.291;1;2;0;1;1;;
13120396114;4;1;1;0;1;1;53;1;0;1;0;0;3;1;0;1;1;1;1;4;0;1;1;1;3;1;0.6;1;4;0;0;0;;
13120403800;5;1;1;1;1;0;26;1;0;0;0;0;3;1;0;1;1;1;1;5;1;1;1;1;2.25;0;0.563;1;5;1;1;0;;
13120395031;4;1;0;0;0;0;27;0;1;0;0;1;4;0;0;1;0;1;1;4;0;1;1;1;2.25;0;1.125;0;2;1;1;0;;
13120401272;3;1;1;1;1;1;33;1;0;0;0;0;3;2;1;1;2;2;0;7;0;1;0;1;4.2;1;0.7;0;4;1;1;1;;
13120206884;4;1;0;0;0;0;31;0;0;0;0;0;3;0;0;0;2;2;0;3;1;1;1;1;0.664;0;0.166;0;3;0;1;0;;
